5.017e+08,5.324e+08,5.563e+08,5.139e+08,5.508e+08,5.393e+08,4.490e+08,8.704e+08,8.929e+08,9.464e+08,9.270e+08,9.621e+08,8.848e+08,9.421e+08,8.854e+08,1.049e+09,1.072e+09,1.070e+09,1.230e+09,1.051e+09,1.083e+09,1.102e+09,9.620e+08,9.144e+08
6.743e+08,7.252e+08,7.438e+08,6.790e+08,6.971e+08,6.684e+08,5.945e+08,9.866e+08,9.946e+08,1.082e+09,1.066e+09,1.166e+09,1.109e+09,1.172e+09,1.077e+09,1.156e+09,1.097e+09,1.270e+09,1.240e+09,1.261e+09,1.327e+09,1.202e+09,1.248e+09,1.169e+09
7.717e+08,7.440e+08,7.270e+08,6.857e+08,7.145e+08,6.794e+08,6.218e+08,8.694e+08,1.014e+09,1.068e+09,9.796e+08,1.129e+09,1.067e+09,1.140e+09,1.003e+09,1.131e+09,1.087e+09,1.142e+09,1.218e+09,1.141e+09,1.175e+09,1.110e+09,1.170e+09,1.163e+09
8.192e+08,7.207e+08,7.469e+08,6.824e+08,6.835e+08,6.581e+08,5.916e+08,9.333e+08,1.034e+09,1.083e+09,1.038e+09,1.099e+09,9.952e+08,1.030e+09,1.042e+09,1.105e+09,1.091e+09,1.120e+09,1.261e+09,1.120e+09,1.210e+09,1.161e+09,1.195e+09,1.172e+09
8.001e+08,7.736e+08,8.498e+08,7.517e+08,8.063e+08,7.207e+08,6.742e+08,1.042e+09,9.546e+08,9.934e+08,9.802e+08,1.085e+09,1.062e+09,1.125e+09,9.624e+08,1.089e+09,1.173e+09,1.125e+09,1.244e+09,1.192e+09,1.316e+09,1.212e+09,1.186e+09,1.367e+09
7.843e+08,6.807e+08,7.299e+08,7.492e+08,7.097e+08,7.029e+08,6.565e+08,9.467e+08,9.406e+08,9.865e+08,9.627e+08,9.567e+08,9.307e+08,1.040e+09,9.985e+08,9.539e+08,1.095e+09,1.087e+09,1.215e+09,1.032e+09,1.202e+09,1.113e+09,1.176e+09,1.155e+09
8.375e+08,8.125e+08,8.197e+08,8.179e+08,8.166e+08,7.503e+08,7.129e+08,8.560e+08,1.049e+09,1.007e+09,1.014e+09,1.201e+09,1.090e+09,1.106e+09,9.389e+08,1.104e+09,1.032e+09,1.077e+09,1.043e+09,1.140e+09,1.220e+09,1.209e+09,1.196e+09,1.189e+09
8.310e+08,6.862e+08,7.530e+08,7.048e+08,7.389e+08,6.844e+08,6.617e+08,8.296e+08,9.497e+08,9.983e+08,9.372e+08,9.774e+08,9.586e+08,1.020e+09,9.272e+08,6.516e+08,1.026e+09,1.017e+09,1.240e+09,1.154e+09,1.126e+09,1.130e+09,1.135e+09,1.209e+09
8.390e+08,6.575e+08,6.787e+08,6.409e+08,6.554e+08,6.758e+08,6.226e+08,6.836e+08,7.641e+08,8.391e+08,7.881e+08,7.727e+08,8.126e+08,7.928e+08,7.355e+08,6.898e+08,7.006e+08,7.525e+08,7.952e+08,6.972e+08,8.061e+08,7.384e+08,7.595e+08,1.152e+09
8.190e+08,7.140e+08,8.005e+08,7.306e+08,8.017e+08,7.553e+08,7.201e+08,8.406e+08,1.022e+09,1.047e+09,1.020e+09,1.049e+09,9.713e+08,1.105e+09,1.008e+09,1.140e+09,1.131e+09,1.003e+09,1.176e+09,1.125e+09,1.235e+09,1.164e+09,1.119e+09,1.148e+09
8.228e+08,7.618e+08,7.750e+08,7.703e+08,8.118e+08,7.844e+08,6.967e+08,8.471e+08,9.681e+08,1.060e+09,9.914e+08,1.075e+09,9.665e+08,1.112e+09,9.790e+08,1.185e+09,1.143e+09,1.141e+09,1.293e+09,1.180e+09,1.248e+09,1.196e+09,1.197e+09,1.107e+09
8.226e+08,7.744e+08,8.040e+08,7.312e+08,8.377e+08,8.506e+08,7.051e+08,8.344e+08,1.038e+09,1.043e+09,1.049e+09,1.028e+09,1.077e+09,1.218e+09,1.099e+09,1.013e+09,1.087e+09,1.103e+09,1.145e+09,1.099e+09,1.293e+09,1.158e+09,1.071e+09,1.038e+09
7.799e+08,7.100e+08,7.883e+08,7.065e+08,8.071e+08,7.575e+08,6.517e+08,9.050e+08,9.412e+08,1.027e+09,9.636e+08,1.100e+09,1.010e+09,1.080e+09,1.008e+09,1.179e+09,1.069e+09,1.093e+09,1.076e+09,1.176e+09,1.267e+09,1.232e+09,1.242e+09,1.135e+09
6.898e+08,7.124e+08,8.081e+08,7.587e+08,8.002e+08,7.164e+08,6.590e+08,8.924e+08,9.778e+08,1.065e+09,9.602e+08,1.046e+09,1.055e+09,1.169e+09,1.128e+09,1.046e+09,1.001e+09,1.031e+09,1.130e+09,1.176e+09,1.184e+09,1.150e+09,1.112e+09,1.051e+09
6.402e+08,6.175e+08,6.826e+08,6.027e+08,7.028e+08,6.593e+08,6.021e+08,8.263e+08,9.098e+08,9.249e+08,8.782e+08,9.888e+08,9.934e+08,1.093e+09,1.026e+09,9.524e+08,1.027e+09,1.006e+09,1.063e+09,1.138e+09,1.230e+09,1.149e+09,1.149e+09,1.128e+09
5.252e+08,5.184e+08,5.026e+08,1.950e+08,2.113e+08,5.275e+08,4.572e+08,7.582e+08,8.514e+08,2.042e+08,1.697e+08,1.945e+08,8.220e+08,9.948e+08,8.813e+08,1.218e+09,1.109e+09,1.056e+09,1.412e+08,1.202e+08,1.166e+09,1.113e+09,1.023e+09,9.754e+08
